Date,Open,High,Low,Close,Adj Close,Volume
2021-10-28,31.809999,32.639999,31.809999,32.509998,32.509998,311600
2021-10-29,32.419998,32.560001,31.940001,32.310001,32.310001,358700
2021-11-01,32.520000,32.963001,32.360001,32.770000,32.770000,780400
2021-11-02,32.860001,33.139999,32.110001,32.910000,32.910000,496400
2021-11-03,32.810001,33.380001,32.703999,33.180000,33.180000,873300
2021-11-04,30.000000,32.099998,29.570000,30.209999,30.209999,1964100
2021-11-05,30.580000,32.200001,30.490000,31.330000,31.330000,744600
2021-11-08,31.719999,32.040001,30.844999,30.959999,30.959999,450900
2021-11-09,31.059999,31.486000,30.889999,31.020000,31.020000,360000
2021-11-10,30.879999,31.090000,30.549999,30.780001,30.780001,295700
2021-11-11,30.855000,31.260000,30.559999,31.240000,31.240000,265400
2021-11-12,31.180000,31.665001,31.110001,31.360001,31.360001,222100
2021-11-15,31.690001,31.690001,31.145000,31.629999,31.629999,371800
2021-11-16,31.690001,32.419998,31.690001,32.369999,32.369999,292100
2021-11-17,32.380001,33.070000,32.272999,32.700001,32.700001,469700
2021-11-18,32.660000,32.660000,31.870001,32.419998,32.419998,221700
2021-11-19,32.259998,32.849998,32.259998,32.439999,32.439999,223600
2021-11-22,32.770000,33.099998,32.020000,32.040001,32.040001,328000
2021-11-23,31.750000,32.090000,31.230000,32.009998,32.009998,386100
2021-11-24,31.540001,31.830000,31.170000,31.780001,31.780001,249000
2021-11-26,30.940001,31.240000,30.410000,31.070000,31.070000,342300
2021-11-29,31.410000,31.420000,30.330000,30.920000,30.920000,396200
2021-11-30,30.680000,30.740000,29.770000,30.120001,30.120001,357900
2021-12-01,30.750000,30.750000,29.590000,29.590000,29.590000,690300
2021-12-02,29.870001,30.969999,29.299999,30.850000,30.850000,359400
2021-12-03,31.170000,31.270000,29.730000,30.150000,30.150000,654100
2021-12-06,30.355000,30.809999,29.980000,30.389999,30.389999,400100
2021-12-07,30.870001,31.615000,30.549999,31.049999,31.049999,575100
2021-12-08,31.020000,31.910000,31.000000,31.770000,31.770000,333500
2021-12-09,31.420000,31.920000,31.250000,31.280001,31.280001,298600
2021-12-10,31.320000,31.770000,30.969999,31.400000,31.400000,402000
2021-12-13,31.219999,31.540001,30.090000,30.120001,30.120001,574300
2021-12-14,29.879999,30.820000,29.870001,30.780001,30.780001,383700
2021-12-15,30.639999,31.360001,30.379999,31.240000,31.240000,351600
2021-12-16,31.440001,31.500000,30.230000,30.440001,30.440001,468900
2021-12-17,30.120001,30.690001,29.830000,30.290001,30.290001,1380600
2021-12-20,29.870001,30.370001,29.250000,30.080000,30.080000,642100
2021-12-21,30.180000,30.934999,30.129999,30.760000,30.760000,446600
2021-12-22,30.719999,31.245001,30.580000,31.190001,31.190001,292500
2021-12-23,31.330000,31.750000,31.070000,31.620001,31.620001,167000
2021-12-27,31.490000,32.220001,31.459999,32.139999,32.139999,279700
2021-12-28,31.879999,32.220001,31.740000,32.040001,32.040001,302800
2021-12-29,32.029999,32.509998,31.969999,32.380001,32.380001,217200
2021-12-30,32.290001,33.299999,32.290001,32.619999,32.619999,256500
2021-12-31,32.580002,33.264999,32.580002,33.209999,33.209999,215000
2022-01-03,33.259998,33.630001,32.689999,33.169998,33.169998,556800
2022-01-04,33.119999,33.529999,32.490002,32.509998,32.509998,260700
2022-01-05,32.330002,32.490002,31.490000,31.570000,31.570000,287800
2022-01-06,31.340000,31.700001,31.190001,31.469999,31.469999,232000
2022-01-07,31.389999,31.889999,31.059999,31.070000,31.070000,394500
2022-01-10,30.850000,30.930000,29.840000,30.350000,30.350000,879100
2022-01-11,30.389999,30.730000,29.969999,30.420000,30.420000,323400
2022-01-12,30.379999,30.610001,30.040001,30.540001,30.540001,349100
2022-01-13,30.700001,31.170000,30.110001,30.160000,30.160000,321800
2022-01-14,29.780001,30.030001,29.270000,29.700001,29.700001,295700
2022-01-18,29.270000,29.315001,28.010000,28.100000,28.100000,568300
2022-01-19,28.110001,28.370001,27.559999,27.570000,27.570000,267800
2022-01-20,27.730000,28.370001,27.270000,27.330000,27.330000,337900
2022-01-21,27.340000,27.665001,26.920000,27.090000,27.090000,422000
2022-01-24,26.580000,28.040001,26.145000,27.959999,27.959999,667100
2022-01-25,27.170000,27.990000,26.700001,27.660000,27.660000,752400
2022-01-26,27.950001,28.559999,27.180000,27.420000,27.420000,716400
2022-01-27,27.690001,28.195000,27.370001,27.629999,27.629999,452700
2022-01-28,27.600000,28.139999,27.040001,28.110001,28.110001,424400
2022-01-31,28.049999,29.580000,28.000000,29.559999,29.559999,516800
2022-02-01,29.440001,29.950001,28.860001,29.780001,29.780001,598100
2022-02-02,29.959999,30.340000,29.180000,29.570000,29.570000,740300
2022-02-03,29.950001,30.650000,28.020000,28.520000,28.520000,1525700
2022-02-04,28.559999,29.020000,28.430000,28.540001,28.540001,1013600
2022-02-07,28.610001,28.629999,28.090000,28.190001,28.190001,414700
2022-02-08,28.240000,28.570000,28.004999,28.410000,28.410000,442000
2022-02-09,28.620001,29.090000,28.490000,28.820000,28.820000,614700
2022-02-10,28.190001,29.000000,27.660000,27.840000,27.840000,550300
2022-02-11,27.990000,28.059999,26.900000,27.059999,27.059999,498200
2022-02-14,26.969999,27.230000,26.590000,26.930000,26.930000,413000
2022-02-15,27.360001,27.770000,27.320000,27.330000,27.330000,397800
2022-02-16,27.330000,27.670000,26.879999,27.510000,27.510000,330500
2022-02-17,27.200001,27.459999,26.549999,26.620001,26.620001,402100
2022-02-18,26.600000,27.115000,26.370001,26.639999,26.639999,364000
2022-02-22,26.430000,26.709999,25.910000,26.230000,26.230000,498700
2022-02-23,26.559999,26.770000,25.790001,25.799999,25.799999,307900
2022-02-24,25.030001,26.010000,24.879999,25.959999,25.959999,582900
2022-02-25,26.030001,26.590000,25.790001,26.590000,26.590000,373600
2022-02-28,26.270000,26.559999,26.115000,26.430000,26.430000,332800
2022-03-01,26.209999,26.209999,25.459999,25.820000,25.820000,551300
2022-03-02,25.980000,26.469999,25.879999,26.200001,26.200001,411900
2022-03-03,25.459999,26.100000,25.280001,25.809999,25.809999,656100
2022-03-04,25.520000,25.590000,24.930000,25.120001,25.120001,420800
2022-03-07,25.110001,25.129999,23.040001,23.049999,23.049999,633900
2022-03-08,22.930000,23.375000,22.215000,22.790001,22.790001,882800
2022-03-09,23.459999,25.000000,23.459999,24.680000,24.680000,533100
2022-03-10,23.889999,24.070000,23.270000,23.700001,23.700001,482000
2022-03-11,24.000000,24.100000,23.530001,23.620001,23.620001,519300
2022-03-14,23.830000,23.940001,23.049999,23.190001,23.190001,528200
2022-03-15,23.510000,23.950001,23.350000,23.930000,23.930000,373200
2022-03-16,24.250000,25.080000,24.250000,25.059999,25.059999,381900
2022-03-17,24.799999,25.430000,24.799999,25.230000,25.230000,310900
2022-03-18,25.160000,26.000000,24.950001,25.920000,25.920000,471500
2022-03-18,25.160000,26.000000,24.950001,25.920000,25.920000,455158
